Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,Jdate_found,Latitude,Longitude,Plot_ID,Plot_limit,Stake,estHatch,estHatch_julian,how_found,ad1_original_band,ad2_original_band,ad1_UL,ad1_LL,ad1_UR,ad1_LR,ad1_eng_flag,ad2_UL,ad2_LL,ad2_UR,ad2_LR,ad2_eng_flag,BandedBirds,ad1_band,ad2_band,Clutch_max,Clutch_found,floatDate,floatAge,lastInfoDate,lastInfo_jDate,fateDate,fateDate_julian,initDate,initDate_julian,incDate,hatchDate,hatchDate_julian,ageMethod,stageFnd,fate,fail_cause,adBlood,NumEggHuman,NumEggColl,NumEggLost,NumEggwithEmbryo,NumEggPred,NumEggAband,NumEggFailToHatch,NumEggAbandUnhat,NumEggUnknown,NumEggHatch,NumChicksSeen,dom_land,dom_veg,conceal,Treatment,Date_treatment,Comments,Plot_limit_corr,Known_renest
3.1,2004,barr,04barramgp002,amgp,lanctot,16-Jun-04,168,71.29488,-156.65231,brw2,in,b5,,NA,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,2,2,,,16-Jun-04,168,18-Jun-04,170,15-Jun-04,167,,,,lay,unknown,failed,predation,0,0,0,0,9,2,0,,0,0,0,0,,,,,,predated after laying 2 eggs; Unknown initiation date; found with 2 eggs never floated.  Assumed found during lay.; ; ,in,0
4.06,2004,barr,04barramgp116,amgp,taylor,29-Jun-04,181,71.29277,-156.64607,brw2,in,g9,21-Jul-04,203,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,29-Jun-04,4,29-Jun-04,181,30-Jun-04,182,22-Jun-04,174,25-Jun-04,,,float,inc,failed,abandoned,0,0,1,0,9,0,4,,4,0,0,0,,,,,,abandoned so coll 1 egg for contaminants then predated;  ,in,0
4.05,2004,barr,04barramgp242,amgp,selvidge,28-Jun-04,180,71.29411,-156.64005,brw2,out,c13,24-Jul-04,206,single,,,-,-,-,-,-,-,-,-,-,-,0,,,3,3,28-Jun-04,0,29-Jun-04,181,30-Jun-04,182,26-Jun-04,178,28-Jun-04,,,float,unknown,failed,predation,0,0,0,,,,,,0,NA,0,0,,,,,,assume only 3 egg clutch,out,
4.02,2004,barr,04barramgp435,amgp,juillerat,27-Jun-04,179,71.29292,-156.65747,brw2,in,g3,,NA,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,2,2,,,27-Jun-04,179,29-Jun-04,181,26-Jun-04,178,,,,lay,unknown,failed,predation,0,0,0,0,9,2,0,,0,0,0,0,,,,,,predated after laying 2 eggs; Unknown initiation date; found with 2 eggs never floated. Assumed found during lay.; ; ,in,0
4.03,2004,barr,04barrdunl029,dunl,lanctot,27-Jun-04,179,71.29518,-156.64185,brw2,in,a12,16-Jul-04,198,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-04,2,27-Jun-04,179,30-Jun-04,182,22-Jun-04,174,25-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
10.13,2004,barr,04barrdunl109,dunl,taylor,22-Jun-04,174,71.24346,-156.56975,brw7,out,near road,07-Jul-04,189,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-04,6,24-Jun-04,176,29-Jun-04,181,13-Jun-04,165,16-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,predated after inc 4 eggs,out,
3.3,2004,barr,04barrdunl112,dunl,taylor,24-Jun-04,176,71.29522,-156.65764,brw2,in,b1,15-Jul-04,197,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,24-Jun-04,0,24-Jun-04,176,27-Jun-04,179,21-Jun-04,173,24-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,pedated after inc 4 eggs;  ,in,0
8.04,2004,barr,04barrdunl301,dunl,norwood,13-Jun-04,165,71.24165,-156.55406,brw6,out,g2,25-Jun-04,177,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,14-Jun-04,10,14-Jun-04,166,18-Jun-04,170,1-Jun-04,153,4-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
3.06,2004,barr,04barrdunl400,dunl,juillerat,14-Jun-04,166,71.29477,-156.64988,brw2,in,b6,01-Jul-04,183,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,14-Jun-04,4,14-Jun-04,166,16-Jun-04,168,7-Jun-04,159,10-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
8.08,2004,barr,04barrdunl403,dunl,juillerat,15-Jun-04,167,71.24028,-156.54668,brw6,in,j6,03-Jul-04,185,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,15-Jun-04,3,15-Jun-04,167,18-Jun-04,170,9-Jun-04,161,12-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
7.01,2004,barr,04barrlbdo258,lbdo,selvidge,06-Jul-04,188,71.26016,-156.52446,brw5,in,k3,23-Jul-04,205,single,,,-,-,-,-,-,-,-,-,-,-,0,,,3,3,6-Jul-04,4,6-Jul-04,188,10-Jul-04,192,30-Jun-04,182,2-Jul-04,,,float,inc,failed,predation,0,0,0,0,9,3,0,,0,0,0,0,,,,,,predated after inc 3 eggs;  Assumed 3 egg clutch for initiation dates,in,0
4.16,2004,barr,04barrlbdo348,lbdo,norwood,06-Jul-04,188,71.293,-156.65356,brw2,in,f4,19-Jul-04,201,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,6-Jul-04,8,6-Jul-04,188,10-Jul-04,192,25-Jun-04,177,28-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
6.29,2004,barr,04barrpesa031,pesa,lanctot,29-Jun-04,181,71.25685,-156.52917,brw5,out,by guywire,09-Jul-04,191,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,29-Jun-04,12,29-Jun-04,181,2-Jul-04,184,14-Jun-04,166,17-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,predated after inc 4 eggs,out,
9.03,2004,barr,04barrpesa034,pesa,lanctot,03-Jul-04,185,71.24118,-156.55995,brw6,out,near road,24-Jul-04,206,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,3-Jul-04,1,4-Jul-04,186,5-Jul-04,187,29-Jun-04,181,2-Jul-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,predated after inc 4 eggs,out,
4.12,2004,barr,04barrpesa253,pesa,selvidge,05-Jul-04,187,71.29058,-156.65253,brw2,in,l5,19-Jul-04,201,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jul-04,8,5-Jul-04,187,6-Jul-04,188,24-Jun-04,176,27-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
6.31,2004,barr,04barrpesa257,pesa,selvidge,06-Jul-04,188,71.26526,-156.52827,brw5,out,a7,13-Jul-04,195,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,6-Jul-04,15,6-Jul-04,188,10-Jul-04,192,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,predated after inc 4 eggs,out,
9.07,2004,barr,04barrpesa259,pesa,selvidge,07-Jul-04,189,71.24068,-156.54725,brw6,in,i6,15-Jul-04,197,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,7-Jul-04,14,7-Jul-04,189,8-Jul-04,190,20-Jun-04,172,23-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
11.04,2004,barr,04barrpesa260,pesa,selvidge,07-Jul-04,189,71.24767,-156.57582,brw7,out,d13,13-Jul-04,195,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,7-Jul-04,16,7-Jul-04,189,8-Jul-04,190,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,predated after inc 4 eggs,out,
11.06,2004,barr,04barrpesa263,pesa,selvidge,07-Jul-04,189,71.24948,-156.59344,brw7,in,b3,25-Jul-04,207,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,7-Jul-04,4,10-Jul-04,192,13-Jul-04,195,30-Jun-04,182,3-Jul-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,out,0
5.15,2004,barr,04barrpesa325,pesa,norwood,24-Jun-04,176,71.26945,-156.5293,brw3,in,f7,13-Jul-04,195,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,24-Jun-04,3,27-Jun-04,179,2-Jul-04,184,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
4.09,2004,barr,04barrpesa342,pesa,norwood,02-Jul-04,184,71.29264,-156.65145,brw2,in,g6,23-Jul-04,205,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,2-Jul-04,1,6-Jul-04,188,12-Jul-04,194,28-Jun-04,180,1-Jul-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
4.15,2004,barr,04barrpesa347,pesa,norwood,06-Jul-04,188,71.2906,-156.64786,brw2,in,k8,26-Jul-04,208,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,6-Jul-04,2,6-Jul-04,188,9-Jul-04,191,1-Jul-04,183,4-Jul-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
3.23,2004,barr,04barrpesa416,pesa,juillerat,22-Jun-04,174,71.29047,-156.64627,brw2,in,k10,10-Jul-04,192,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-04,4,22-Jun-04,174,23-Jun-04,175,15-Jun-04,167,18-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,predated after inc 4 eggs;  ,in,0
10.12,2004,barr,04barrreph003,reph,lanctot,18-Jun-04,170,71.24594,-156.56902,brw7,out,way off,05-Jul-04,187,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,18-Jun-04,3,25-Jun-04,177,25-Jun-04,177,12-Jun-04,164,15-Jun-04,,,float,inc,failed,unknown,0,1,1,2,,,,,0,NA,,0,,,,,,"broke 1 egg, collected 1 egg, 2 eggs left",out,
3.13,2004,barr,04barrreph005,reph,lanctot,16-Jun-04,168,71.29151,-156.64823,brw2,in,i8,30-Jun-04,182,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,16-Jun-04,6,17-Jun-04,169,20-Jun-04,172,7-Jun-04,159,10-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.05,2004,barr,04barrreph006,reph,lanctot,20-Jun-04,172,71.29733,-156.64612,brw1,out,a1,10-Jul-04,192,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,20-Jun-04,0,20-Jun-04,172,27-Jun-04,179,17-Jun-04,169,20-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
8.18,2004,barr,04barrreph019,reph,lanctot,25-Jun-04,177,71.24187,-156.5411,brw6,in,f11,09-Jul-04,191,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,6,25-Jun-04,177,27-Jun-04,179,16-Jun-04,168,19-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
5.21,2004,barr,04barrreph026,reph,lanctot,26-Jun-04,178,71.27059,-156.5322,brw3,in,c5,05-Jul-04,187,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,26-Jun-04,11,26-Jun-04,178,2-Jul-04,184,12-Jun-04,164,15-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
10.29,2004,barr,04barrreph035,reph,lanctot,04-Jul-04,186,71.24584,-156.59552,brw7,in,j1,19-Jul-04,201,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,4-Jul-04,5,4-Jul-04,186,7-Jul-04,189,26-Jun-04,178,29-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,out,0
3.24,2004,barr,04barrreph110,reph,taylor,23-Jun-04,175,71.29351,-156.64228,brw2,in,e12,03-Jul-04,185,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,23-Jun-04,10,23-Jun-04,175,27-Jun-04,179,10-Jun-04,162,13-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
9.04,2004,barr,04barrreph118,reph,taylor,04-Jul-04,186,71.24533,-156.54086,brw6,out,n of a9,12-Jul-04,194,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,4-Jul-04,12,4-Jul-04,186,8-Jul-04,190,19-Jun-04,171,22-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
8.01,2004,barr,04barrreph200,reph,selvidge,11-Jun-04,163,71.24217,-156.55098,brw6,in,f4,29-Jun-04,181,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,11-Jun-04,2,11-Jun-04,163,15-Jun-04,167,6-Jun-04,158,9-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
10.09,2004,barr,04barrreph211,reph,selvidge,17-Jun-04,169,71.24354,-156.56537,brw7,out,near road,07-Jul-04,189,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,17-Jun-04,0,21-Jun-04,173,24-Jun-04,176,14-Jun-04,166,17-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
1.06,2004,barr,04barrreph221,reph,selvidge,20-Jun-04,172,71.29632,-156.63718,brw1,in,f2,08-Jul-04,190,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,20-Jun-04,2,20-Jun-04,172,25-Jun-04,177,15-Jun-04,167,18-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
6.14,2004,barr,04barrreph225,reph,selvidge,22-Jun-04,174,71.26412,-156.52817,brw5,in,b6,10-Jul-04,192,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-04,2,22-Jun-04,174,29-Jun-04,181,17-Jun-04,169,20-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
6.17,2004,barr,04barrreph228,reph,selvidge,22-Jun-04,174,71.25613,-156.53471,brw5,out,near road,09-Jul-04,191,single,,,-,-,-,-,-,-,-,-,-,-,0,,,2,2,28-Jun-04,7,25-Jun-04,177,30-Jun-04,182,16-Jun-04,168,19-Jun-04,,,float,inc,failed,abandoned,0,0,1,,,,,,0,NA,0,0,,,,,,,out,
10.17,2004,barr,04barrreph230,reph,selvidge,23-Jun-04,175,71.24887,-156.58523,brw7,in,c8,10-Jul-04,192,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,2,2,25-Jun-04,5,25-Jun-04,177,29-Jun-04,181,19-Jun-04,171,20-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,2,0,,0,0,0,0,,,,,,assumed 2 egg clutch for initiation date,in,0
3.29,2004,barr,04barrreph233,reph,selvidge,24-Jun-04,176,71.29267,-156.65773,brw2,in,h1,,NA,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,3,3,,,24-Jun-04,176,27-Jun-04,179,16-Jun-04,168,,,,mean date,unknown,failed,predation,0,0,0,0,9,3,0,,0,0,0,0,,,,,,Unknown initiation datefound with 3 eggs and not floated.  Used mean initiaton date for that year.,in,0
1.16,2004,barr,04barrreph236,reph,selvidge,25-Jun-04,177,71.29855,-156.64077,brw1,in,b5,11-Jul-04,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,4,25-Jun-04,177,6-Jul-04,188,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.18,2004,barr,04barrreph237,reph,selvidge,25-Jun-04,177,71.29792,-156.6391,brw1,in,c5,12-Jul-04,194,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,3,25-Jun-04,177,30-Jun-04,182,19-Jun-04,171,22-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.2,2004,barr,04barrreph238,reph,selvidge,25-Jun-04,177,71.29761,-156.6341,brw1,in,g6,11-Jul-04,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,4,25-Jun-04,177,3-Jul-04,185,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.21,2004,barr,04barrreph239,reph,selvidge,27-Jun-04,179,71.29632,-156.63405,brw1,in,h3,11-Jul-04,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-04,6,27-Jun-04,179,28-Jun-04,180,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.22,2004,barr,04barrreph240,reph,selvidge,27-Jun-04,179,71.29964,-156.62843,brw1,in,h11,11-Jul-04,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-04,6,27-Jun-04,179,6-Jul-04,188,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,m,0,0,0,9,4,0,,0,0,0,0,,,,,,"Originally listed as unknown, but estimated hatch date should have been later",in,0
1.28,2004,barr,04barrreph251,reph,selvidge,03-Jul-04,185,71.30002,-156.63952,brw1,in,a8,13-Jul-04,195,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,3-Jul-04,10,3-Jul-04,185,6-Jul-04,188,20-Jun-04,172,23-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.02,2004,barr,04barrreph306,reph,norwood,15-Jun-04,167,71.29949,-156.625,brw1,in,k12,03-Jul-04,185,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,15-Jun-04,2,17-Jun-04,169,27-Jun-04,179,10-Jun-04,162,13-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
6.04,2004,barr,04barrreph309,reph,norwood,16-Jun-04,168,71.26191,-156.5278,brw5,in,g1,,NA,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,1,1,,,16-Jun-04,168,17-Jun-04,169,16-Jun-04,168,,,,lay,unknown,failed,predation,0,0,0,0,9,1,0,,0,0,0,0,,,,,,Unknown initiation datefound with 1 egg and never floated. Assumed found during lay,in,0
5.08,2004,barr,04barrreph314,reph,norwood,20-Jun-04,172,71.26649,-156.5295,brw3,out,m6,10-Jul-04,192,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,20-Jun-04,0,26-Jun-04,178,30-Jun-04,182,17-Jun-04,169,20-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
1.07,2004,barr,04barrreph316,reph,norwood,21-Jun-04,173,71.2988,-156.62831,brw1,in,i10,05-Jul-04,187,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,21-Jun-04,6,21-Jun-04,173,27-Jun-04,179,12-Jun-04,164,15-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.08,2004,barr,04barrreph317,reph,norwood,21-Jun-04,173,71.29892,-156.62291,brw1,out,m12,,NA,single,,,-,-,-,-,-,-,-,-,-,-,0,,,3,3,,,27-Jun-04,179,21-Jun-04,173,,,,,,float,unknown,failed,predation,0,0,0,,,,,,0,NA,0,0,,,,,,,out,
5.19,2004,barr,04barrreph329,reph,norwood,25-Jun-04,177,71.27135,-156.53596,brw3,in,a2,13-Jul-04,195,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,2,25-Jun-04,177,30-Jun-04,182,20-Jun-04,172,23-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.23,2004,barr,04barrreph331,reph,norwood,27-Jun-04,179,71.29888,-156.62386,brw1,in,l11,13-Jul-04,195,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,27-Jun-04,4,27-Jun-04,179,30-Jun-04,182,20-Jun-04,172,23-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
5.23,2004,barr,04barrreph332,reph,norwood,28-Jun-04,180,71.26745,-156.52009,brw3,out,k13,09-Jul-04,191,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,28-Jun-04,,30-Jun-04,182,5-Jul-04,187,16-Jun-04,168,19-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
6.3,2004,barr,04barrreph335,reph,norwood,30-Jun-04,182,71.26024,-156.51274,brw5,in,k11,14-Jul-04,196,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,30-Jun-04,6,30-Jun-04,182,7-Jul-04,189,21-Jun-04,173,24-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
5.26,2004,barr,04barrreph336,reph,norwood,30-Jun-04,182,71.26981,-156.53695,brw3,in,e1,12-Jul-04,194,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,30-Jun-04,8,2-Jul-04,184,6-Jul-04,188,19-Jun-04,171,22-Jun-04,,,float,inc,failed,predation,0,0,0,1,9,3,0,,0,0,0,0,,,,,,,in,0
8.29,2004,barr,04barrreph338,reph,norwood,01-Jul-04,183,NA,NA,brw6,out,west of D1,20-Jul-04,202,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,1-Jul-04,1,1-Jul-04,183,4-Jul-04,186,27-Jun-04,179,30-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
5.27,2004,barr,04barrreph343,reph,norwood,03-Jul-04,185,71.2689,-156.52566,brw3,in,h9,14-Jul-04,196,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,3-Jul-04,9,3-Jul-04,185,5-Jul-04,187,21-Jun-04,173,24-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
2.01,2004,barr,04barrreph349,reph,norwood,06-Jul-04,188,71.29935,-156.63208,brw1,in,f10,18-Jul-04,200,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,6-Jul-04,8,6-Jul-04,188,7-Jul-04,189,25-Jun-04,177,28-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
11.08,2004,barr,04barrreph350,reph,norwood,09-Jul-04,191,71.24388,-156.56408,brw7,out,near road,11-Jul-04,193,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,9-Jul-04,18,9-Jul-04,191,10-Jul-04,192,18-Jun-04,170,21-Jun-04,,,float,inc,failed,unknown,0,0,0,,,,,,0,NA,0,0,,,,,,,out,
3.16,2004,barr,04barrreph409,reph,juillerat,17-Jun-04,169,71.29501,-156.6448,brw2,in,b10,03-Jul-04,185,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,17-Jun-04,4,17-Jun-04,169,21-Jun-04,173,10-Jun-04,162,13-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.1,2004,barr,04barrreph417,reph,juillerat,22-Jun-04,174,71.29661,-156.63493,brw1,in,g4,08-Jul-04,190,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-04,4,22-Jun-04,174,27-Jun-04,179,15-Jun-04,167,18-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.11,2004,barr,04barrreph418,reph,juillerat,22-Jun-04,174,71.29717,-156.63323,brw1,in,h5,08-Jul-04,190,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-04,4,22-Jun-04,174,27-Jun-04,179,15-Jun-04,167,18-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.12,2004,barr,04barrreph419,reph,juillerat,22-Jun-04,174,71.30051,-156.6273,brw1,out,h13,06-Jul-04,188,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-04,6,22-Jun-04,174,27-Jun-04,179,13-Jun-04,165,16-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
1.13,2004,barr,04barrreph421,reph,juillerat,22-Jun-04,174,71.29912,-156.64136,brw1,in,a6,08-Jul-04,190,single,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,22-Jun-04,4,22-Jun-04,174,27-Jun-04,179,15-Jun-04,167,18-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.15,2004,barr,04barrreph430,reph,juillerat,25-Jun-04,177,71.30048,-156.63922,brw1,in,a9,11-Jul-04,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,4,28-Jun-04,180,6-Jul-04,188,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.17,2004,barr,04barrreph431,reph,juillerat,25-Jun-04,177,71.29985,-156.63638,brw1,in,c9,11-Jul-04,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,4,25-Jun-04,177,6-Jul-04,188,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.19,2004,barr,04barrreph432,reph,juillerat,25-Jun-04,177,71.29764,-156.63535,brw1,in,f5,11-Jul-04,193,rope,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,25-Jun-04,4,25-Jun-04,177,30-Jun-04,182,18-Jun-04,170,21-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
1.29,2004,barr,04barrreph440,reph,juillerat,05-Jul-04,187,71.29539,-156.63074,brw1,in,k2,12-Jul-04,194,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,5-Jul-04,13,6-Jul-04,188,7-Jul-04,189,19-Jun-04,171,22-Jun-04,,,float,inc,failed,predation,0,0,0,0,9,4,0,,0,0,0,0,,,,,,,in,0
3.19,2004,barr,04barrsesa107,sesa,taylor,17-Jun-04,169,71.29578,-156.64607,brw2,out,a9,04-Jul-04,186,bander,,,-,-,-,-,-,-,-,-,-,-,0,,,4,4,17-Jun-04,3,17-Jun-04,169,19-Jun-04,171,11-Jun-04,163,14-Jun-04,,,float,inc,failed,predation,0,0,0,4,,,,,0,NA,0,0,,,,,,,out,
